Geo Point;Geo Shape;BikeRace;City;BikePos;NumUnits;CrashHour;Locality;BikeSex;DrvrVehTyp;NumBikesNo;BikeAlcDrg;NumBikesBI;RteInvdCd;DrvrRace;Workzone;NumBikesCi;BikeAgeGrp;CrashType;RdDefects;CrashAlcoh;BikeAlcoho;RdConditio;DstncMiFrm;RuralUrban;HitRun;CrashDate;NumBikesUI;CrashTime;DrvrSex;DrvrAlcoho;Developmen;CrashSevr;AmbulanceR;DrvrInjury;OBJECTID;CrashMonth;NumBikesKi;RdCharacte;Region;BikeDir;TraffCntrl;CrashDay;CrashLoc;BikeAge;NumBikesTo;RdConfig;NumLanes;NumBikesAI;DrvrAlcDrg;OnRoad;RdSurface;Towrd_Rd;RdFeature;CrashGrp;RdClass;BikeInjury;County;DrvrAge;Weather;FrmRd;DrvrEstSpd;SpeedLimit;CrashYear;LightCond;DrvrAgeGrp
35.7908770815, -78.660262616;"{""type"": ""Point"", ""coordinates"": [-78.66026261603746, 35.790877081518914]}";White;Raleigh;Travel Lane;2;18;Urban (>70% Developed);Male;Unknown;0;#NULL!;0;0;Unknown/Missing;No;0;60-69;Motorist Right Turn - Same Direction;None;No;No;Dry;0;Urban;Yes;08SEP2009;0;18:23;Unknown;Missing;Commercial;B: Evident Injury;No;Unknown Injury;5221;September;0;Straight - Level;Piedmont;With Traffic;No Control Present;Tuesday;Non-Intersection;61;0;Two-Way, Not Divided;4 lanes;0;#NULL!;#NULL!;Coarse Asphalt;#NULL!;No Special Feature;Motorist Right Turn / Merge;Local Street;B: Evident Injury;Wake;Unknown;Clear;#NULL!;16-20 mph;30 - 35  MPH;2009;Daylight;Unknown
35.71185192, -82.5607437794;"{""type"": ""Point"", ""coordinates"": [-82.56074377939161, 35.71185191995797]}";White;Weaverville;Travel Lane;2;15;Urban (>70% Developed);Male;Passenger Car;0;#NULL!;0;0;White;No;0;60-69;Motorist Turning Error - Right Turn;None;No;No;Wet;0;Rural;No;17MAY2009;0;15:09;Female;No;Commercial;B: Evident Injury;Yes;O: No Injury;5226;May;0;Straight - Grade;Mountains;With Traffic;Stop And Go Signal;Sunday;Intersection;63;0;Two-Way, Not Divided;2 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;No Special Feature;Loss of Control / Turning Error;US Route;B: Evident Injury;Buncombe;36;Cloudy;#NULL!;11-15 mph;30 - 35  MPH;2009;Daylight;30-39
35.7057450219, -79.8154929607;"{""type"": ""Point"", ""coordinates"": [-79.8154929606891, 35.70574502187766]}";White;Asheboro;Sidewalk / Crosswalk / Driveway Crossing;2;18;Urban (>70% Developed);Male;Unknown;0;#NULL!;0;0;Unknown/Missing;No;0;25-29;Motorist Drive Out - Commercial Driveway / Alley;None;No;No;Dry;0;Urban;Yes;18AUG2009;0;18:00;Unknown;Missing;Commercial;C: Possible Injury;No;Unknown Injury;5234;August;0;Straight - Level;Piedmont;Facing Traffic;No Control Present;Tuesday;Non-Intersection;27;0;Two-Way, Not Divided;2 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;Driveway, Public;Motorist Failed to Yield - Midblock;Local Street;C: Possible Injury;Randolph;Unknown;Clear;#NULL!;0-5 mph;Unknown;2009;Daylight;Unknown
35.434406924, -80.9051932715;"{""type"": ""Point"", ""coordinates"": [-80.9051932715001, 35.43440692398796]}";White;Huntersville;Travel Lane;2;6;Mixed (30% To 70% Developed);Male;Sport Utility;0;#NULL!;0;0;White;No;0;40-49;Motorist Overtaking - Other / Unknown;None;No;No;Dry;0;Urban;No;03OCT2009;0;6:14;Female;No;Residential;C: Possible Injury;No;O: No Injury;5242;October;0;Straight - Level;Piedmont;With Traffic;Double Yellow Line, No Passing Zone;Saturday;Non-Intersection;48;0;Two-Way, Not Divided;2 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;No Special Feature;Motorist Overtaking Bicyclist;NC Route;C: Possible Injury;Mecklenburg;27;Clear;#NULL!;41-45 mph;40 - 45  MPH;2009;Dawn;25-29
35.5867608921, -82.5973937827;"{""type"": ""Point"", ""coordinates"": [-82.59739378266143, 35.586760892144596]}";White;Asheville;Travel Lane;2;12;Urban (>70% Developed);Male;Sport Utility;0;#NULL!;0;0;White;No;0;25-29;Motorist Drive Through - Signalized Intersection;None;No;No;Dry;0;Urban;No;07OCT2009;0;12:03;Male;No;Commercial;O: No Injury;No;O: No Injury;5245;October;0;Straight - Level;Mountains;With Traffic;Stop And Go Signal;Wednesday;Intersection;25;0;Two-Way, Divided, Positive Median Barrier;7 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;Four-Way Intersection;Motorist Failed to Yield - Signalized Intersection;US Route;O: No Injury;Buncombe;22;Clear;#NULL!;31-35 mph;40 - 45  MPH;2009;Daylight;20-24
35.849947097, -78.5813425946;"{""type"": ""Point"", ""coordinates"": [-78.581342594637, 35.849947096954395]}";Black;Raleigh;Sidewalk / Crosswalk / Driveway Crossing;2;17;Urban (>70% Developed);Male;Pickup;0;#NULL!;0;0;White;No;0;30-39;Motorist Drive Out - Midblock - Unknown;None;No;No;Dry;0;Urban;No;15SEP2009;0;17:13;Male;No;Commercial;B: Evident Injury;No;O: No Injury;5249;September;0;Straight - Grade;Piedmont;Facing Traffic;No Control Present;Tuesday;Non-Intersection;30;0;Two-Way, Divided, Unprotected Median;7 lanes;0;#NULL!;#NULL!;Coarse Asphalt;#NULL!;No Special Feature;Motorist Failed to Yield - Midblock;Local Street;B: Evident Injury;Wake;63;Clear;#NULL!;26-30 mph;40 - 45  MPH;2009;Daylight;60-69
34.7241069141, -76.7352319772;"{""type"": ""Point"", ""coordinates"": [-76.73523197722146, 34.72410691408414]}";Hispanic;Morehead City;Unknown;2;15;Urban (>70% Developed);Male;Passenger Car;0;#NULL!;0;0;White;No;0;25-29;Crossing Paths - Intersection - Other / Unknown;None;No;No;Dry;0;Urban;No;03OCT2009;0;15:05;Male;No;Commercial;B: Evident Injury;Yes;O: No Injury;5252;October;0;Straight - Level;Coastal;Facing Traffic;No Control Present;Saturday;Intersection;25;0;Two-Way, Not Divided;3 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;Four-Way Intersection;Crossing Paths - Other Circumstances;Local Street;B: Evident Injury;Carteret;43;Clear;#NULL!;11-15 mph;30 - 35  MPH;2009;Daylight;40-49
35.7468830735, -78.6068675973;"{""type"": ""Point"", ""coordinates"": [-78.60686759734206, 35.7468830735112]}";Black;Raleigh;Unknown;2;20;Mixed (30% To 70% Developed);Male;Sport Utility;0;#NULL!;0;0;Unknown/Missing;No;0;16-19;Bicyclist Ride Out - Midblock - Unknown;None;No;No;Dry;0;Urban;Yes;27SEP2009;0;20:49;Unknown;Missing;Residential;B: Evident Injury;Yes;Unknown Injury;5253;September;0;Straight - Level;Piedmont;Not Applicable;No Control Present;Sunday;Non-Intersection;19;0;Two-Way, Not Divided;2 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;No Special Feature;Bicyclist Failed to Yield - Midblock;Local Street;B: Evident Injury;Wake;Unknown;Clear;#NULL!;31-35 mph;30 - 35  MPH;2009;Dark - Lighted Roadway;Unknown
35.6302409032, -82.5530887717;"{""type"": ""Point"", ""coordinates"": [-82.55308877165243, 35.63024090323571]}";White;Asheville;Sidewalk / Crosswalk / Driveway Crossing;2;19;Urban (>70% Developed);Female;Pickup;0;#NULL!;0;0;Unknown/Missing;No;0;16-19;Motorist Drive Out - Sign-Controlled Intersection;None;No;No;Dry;0;Urban;Yes;22SEP2009;0;19:00;Unknown;Missing;Commercial;B: Evident Injury;No;Unknown Injury;5257;September;0;Straight - Level;Mountains;Facing Traffic;Stop Sign;Tuesday;Intersection;17;0;Unknown;2 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;T-Intersection;Motorist Failed to Yield - Sign-Controlled Intersection;Public Vehicular Area;B: Evident Injury;Buncombe;Unknown;Clear;#NULL!;6-10 mph;20 - 25  MPH;2009;Dusk;Unknown
35.268346884, -81.0379233026;"{""type"": ""Point"", ""coordinates"": [-81.03792330261079, 35.26834688401659]}";White;Mcadenville;Travel Lane;2;19;Urban (>70% Developed);Male;Passenger Car;0;#NULL!;0;0;White;No;0;50-59;Motorist Left Turn - Opposite Direction;None;No;No;Dry;0;Rural;No;27SEP2009;0;19:36;Male;No;Residential;C: Possible Injury;Yes;Unknown Injury;5268;September;0;Straight - Level;Piedmont;With Traffic;Double Yellow Line, No Passing Zone;Sunday;Intersection;54;0;Two-Way, Divided, Unprotected Median;2 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;T-Intersection;Motorist Left Turn / Merge;Local Street;C: Possible Injury;Gaston;24;Clear;#NULL!;6-10 mph;40 - 45  MPH;2009;Dusk;20-24
35.5964428964, -82.5486637691;"{""type"": ""Point"", ""coordinates"": [-82.5486637690596, 35.59644289641493]}";White;Asheville;Bike Lane / Paved Shoulder;2;11;Urban (>70% Developed);Female;Pickup;0;#NULL!;0;0;White;No;0;20-24;Motorist Right Turn - Same Direction;None;No;No;Dry;0;Urban;No;22OCT2009;0;11:21;Male;No;Commercial;B: Evident Injury;Yes;O: No Injury;5282;October;0;Straight - Grade;Mountains;With Traffic;Double Yellow Line, No Passing Zone;Thursday;Non-Intersection;20;0;Two-Way, Divided, Positive Median Barrier;2 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;No Special Feature;Motorist Right Turn / Merge;Local Street;B: Evident Injury;Buncombe;38;Clear;#NULL!;0-5 mph;20 - 25  MPH;2009;Daylight;30-39
34.8152609122, -77.4120621873;"{""type"": ""Point"", ""coordinates"": [-77.41206218734096, 34.815260912221525]}";White;None - Rural Crash;Travel Lane;2;7;Rural (<30% Developed);Male;Unknown;0;#NULL!;0;0;Unknown/Missing;No;0;20-24;Motorist Overtaking - Other / Unknown;None;No;No;Dry;0;Rural;Yes;07NOV2009;0;7:05;Unknown;Missing;Institutional;C: Possible Injury;Yes;Unknown Injury;5286;November;0;Straight - Level;Coastal;With Traffic;No Control Present;Saturday;Non-Intersection;22;0;Two-Way, Not Divided;2 lanes;0;#NULL!;#NULL!;Coarse Asphalt;#NULL!;No Special Feature;Motorist Overtaking Bicyclist;State Secondary Route;C: Possible Injury;Onslow;Unknown;Clear;#NULL!;31-35 mph;40 - 45  MPH;2009;Daylight;Unknown
34.2219307632, -77.9415383199;"{""type"": ""Point"", ""coordinates"": [-77.94153831988186, 34.221930763182804]}";White;Wilmington;Travel Lane;2;7;Urban (>70% Developed);Male;Passenger Car;0;#NULL!;0;0;Black;No;0;50-59;Motorist Drive Out - Sign-Controlled Intersection;None;No;No;Dry;0;Urban;No;23OCT2009;0;7:57;Female;No;Residential;B: Evident Injury;No;O: No Injury;5290;October;0;Straight - Grade;Coastal;With Traffic;Stop Sign;Friday;Intersection;53;0;Two-Way, Not Divided;2 lanes;0;#NULL!;#NULL!;Coarse Asphalt;#NULL!;Four-Way Intersection;Motorist Failed to Yield - Sign-Controlled Intersection;Local Street;B: Evident Injury;New Hanover;20;Clear;#NULL!;Unknown;30 - 35  MPH;2009;Daylight;20-24
36.1077231114, -79.6941729461;"{""type"": ""Point"", ""coordinates"": [-79.69417294612121, 36.10772311140587]}";White;None - Rural Crash;Travel Lane;2;21;Rural (<30% Developed);Male;Pickup;0;#NULL!;0;0;White;No;0;30-39;Bicyclist Lost Control - Other / Unknown;None;Yes;Yes;Dry;0;Rural;No;09NOV2009;0;21:31;Male;No;Farms, Woods, Pastures;C: Possible Injury;No;O: No Injury;5293;November;0;Straight - Level;Piedmont;With Traffic;Double Yellow Line, No Passing Zone;Monday;Non-Intersection;38;0;Two-Way, Not Divided;2 lanes;0;#NULL!;#NULL!;Coarse Asphalt;#NULL!;No Special Feature;Loss of Control / Turning Error;State Secondary Route;C: Possible Injury;Guilford;70+;Clear;#NULL!;31-35 mph;40 - 45  MPH;2009;Dark - Roadway Not Lighted;70+
34.9042568496, -79.8129829166;"{""type"": ""Point"", ""coordinates"": [-79.81298291661476, 34.90425684961258]}";White;None - Rural Crash;Travel Lane;2;17;Urban (>70% Developed);Female;Pickup;0;#NULL!;0;0;White;No;0;11-15;Bicyclist Left Turn - Same Direction;None;No;No;Dry;0;Rural;No;24OCT2009;0;17:07;Male;No;Residential;B: Evident Injury;Yes;O: No Injury;5296;October;0;Straight - Level;Piedmont;With Traffic;Double Yellow Line, No Passing Zone;Saturday;Non-Intersection;12;0;Two-Way, Not Divided;2 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;No Special Feature;Bicyclist Left Turn / Merge;State Secondary Route;B: Evident Injury;Richmond;44;Clear;#NULL!;41-45 mph;50 - 55  MPH;2009;Daylight;40-49
35.7877500825, -78.6136026011;"{""type"": ""Point"", ""coordinates"": [-78.61360260110345, 35.787750082521136]}";Black;Raleigh;Travel Lane;2;15;Urban (>70% Developed);Male;Pickup;0;#NULL!;0;0;White;No;0;50-59;Motorist Left Turn - Opposite Direction;None;Yes;Yes;Dry;0;Urban;No;13OCT2009;0;15:51;Male;No;Residential;B: Evident Injury;Yes;O: No Injury;5299;October;0;Straight - Level;Piedmont;With Traffic;No Control Present;Tuesday;Intersection-Related;56;0;One-Way, Not Divided;4 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;No Special Feature;Motorist Left Turn / Merge;Local Street;B: Evident Injury;Wake;57;Clear;#NULL!;6-10 mph;30 - 35  MPH;2009;Daylight;50-59
35.7557569796, -81.2470433917;"{""type"": ""Point"", ""coordinates"": [-81.24704339170884, 35.75575697959836]}";White;None - Rural Crash;Travel Lane;2;7;Mixed (30% To 70% Developed);Male;Sport Utility;0;#NULL!;0;0;White;No;0;40-49;Motorist Overtaking - Misjudged Space;None;No;No;Dry;0;Rural;No;16NOV2009;0;7:39;Female;No;Residential;C: Possible Injury;No;O: No Injury;5301;November;0;Straight - Grade;Piedmont;With Traffic;Double Yellow Line, No Passing Zone;Monday;Non-Intersection;45;0;Two-Way, Not Divided;2 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;No Special Feature;Motorist Overtaking Bicyclist;State Secondary Route;C: Possible Injury;Catawba;32;Clear;#NULL!;41-45 mph;40 - 45  MPH;2009;Daylight;30-39
36.0633570975, -79.8067529777;"{""type"": ""Point"", ""coordinates"": [-79.80675297769926, 36.063357097455636]}";White;Greensboro;Travel Lane;2;22;Urban (>70% Developed);Male;Unknown;0;#NULL!;0;0;Unknown/Missing;No;0;25-29;Bicyclist Ride Out - Midblock - Unknown;None;Yes;Yes;Dry;0;Urban;Yes;02NOV2009;0;22:53;Unknown;Missing;Commercial;B: Evident Injury;Yes;Unknown Injury;5303;November;0;Straight - Level;Piedmont;Not Applicable;No Control Present;Monday;Non-Intersection;28;0;Two-Way, Not Divided;5 lanes;0;#NULL!;#NULL!;Coarse Asphalt;#NULL!;No Special Feature;Bicyclist Failed to Yield - Midblock;Local Street;B: Evident Injury;Guilford;Unknown;Clear;#NULL!;Unknown;30 - 35  MPH;2009;Dark - Lighted Roadway;Unknown
34.8682169399, -76.9000920343;"{""type"": ""Point"", ""coordinates"": [-76.90009203428606, 34.868216939895525]}";Black;Havelock;Travel Lane;2;12;Urban (>70% Developed);Male;Passenger Car;0;#NULL!;0;0;White;No;0;20-24;Motorist Drive Out - Sign-Controlled Intersection;None;No;No;Water (Standing, Moving);0;Urban;No;02OCT2009;0;12:27;Male;No;Commercial;C: Possible Injury;Yes;O: No Injury;5306;October;0;Straight - Level;Coastal;Facing Traffic;Stop Sign;Friday;Intersection;22;0;Two-Way, Divided, Unprotected Median;2 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;No Special Feature;Motorist Failed to Yield - Sign-Controlled Intersection;Local Street;C: Possible Injury;Craven;62;Clear;#NULL!;0-5 mph;30 - 35  MPH;2009;Daylight;60-69
36.0597601009, -79.7128229493;"{""type"": ""Point"", ""coordinates"": [-79.7128229492604, 36.05976010087133]}";White;None - Rural Crash;Bike Lane / Paved Shoulder;3;12;Mixed (30% To 70% Developed);Male;Passenger Car;0;#NULL!;0;0;Black;No;0;40-49;Motorist Lost Control - Oversteering, Improper Braking, Speed;None;No;No;Dry;0;Rural;No;17OCT2009;0;12:25;Male;No;Residential;B: Evident Injury;Yes;B: Evident Injury;5314;October;0;Curve - Hillcrest;Piedmont;With Traffic;Double Yellow Line, No Passing Zone;Saturday;Intersection-Related;49;0;Two-Way, Not Divided;2 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;T-Intersection;Loss of Control / Turning Error;State Secondary Route;O: No Injury;Guilford;31;Cloudy;#NULL!;66-70 mph;40 - 45  MPH;2009;Daylight;30-39
36.4741071841, -79.8106530022;"{""type"": ""Point"", ""coordinates"": [-79.81065300218211, 36.47410718413763]}";White;None - Rural Crash;Travel Lane;2;14;Rural (<30% Developed);Male;Passenger Car;0;#NULL!;0;0;Unknown/Missing;No;0;16-19;Motorist Lost Control - Other / Unknown;None;No;No;Dry;0;Rural;Yes;26NOV2009;0;14:30;Male;No;Farms, Woods, Pastures;C: Possible Injury;Yes;Unknown Injury;5320;November;0;Curve - Grade;Piedmont;With Traffic;Double Yellow Line, No Passing Zone;Thursday;Non-Intersection;17;0;Two-Way, Not Divided;2 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;No Special Feature;Loss of Control / Turning Error;State Secondary Route;C: Possible Injury;Rockingham;70+;Clear;#NULL!;41-45 mph;40 - 45  MPH;2009;Daylight;70+
35.9165830977, -78.9511227105;"{""type"": ""Point"", ""coordinates"": [-78.9511227105104, 35.91658309772231]}";Asian;Durham;Travel Lane;2;21;Urban (>70% Developed);Male;Unknown;0;#NULL!;0;0;Unknown/Missing;No;0;50-59;Motorist Overtaking - Misjudged Space;None;No;No;Dry;0;Urban;Yes;30OCT2009;0;21:09;Unknown;Missing;Residential;B: Evident Injury;No;Unknown Injury;5322;October;0;Straight - Hillcrest;Piedmont;With Traffic;No Control Present;Friday;Intersection;57;0;Two-Way, Divided, Unprotected Median;2 lanes;0;#NULL!;#NULL!;Coarse Asphalt;#NULL!;T-Intersection;Motorist Overtaking Bicyclist;NC Route;B: Evident Injury;Durham;Unknown;Clear;#NULL!;41-45 mph;40 - 45  MPH;2009;Dark - Roadway Not Lighted;Unknown
35.8368710849, -78.82955267;"{""type"": ""Point"", ""coordinates"": [-78.82955267000101, 35.836871084911955]}";Hispanic;Morrisville;Travel Lane;2;7;Mixed (30% To 70% Developed);Female;Pickup;0;#NULL!;0;0;White;No;0;40-49;Motorist Drive Out - Other Midblock;None;No;No;Dry;0;Urban;No;09NOV2009;0;7:00;Male;No;Commercial;C: Possible Injury;Yes;O: No Injury;5325;November;0;Straight - Level;Piedmont;With Traffic;Double Yellow Line, No Passing Zone;Monday;Non-Intersection;47;0;Two-Way, Not Divided;2 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;No Special Feature;Motorist Failed to Yield - Midblock;NC Route;C: Possible Injury;Wake;28;Clear;#NULL!;6-10 mph;40 - 45  MPH;2009;Daylight;25-29
35.7865020825, -78.5888725945;"{""type"": ""Point"", ""coordinates"": [-78.58887259447333, 35.786502082454355]}";White;Raleigh;Travel Lane;2;17;Urban (>70% Developed);Male;Passenger Car;0;#NULL!;0;0;Hispanic;No;0;50-59;Parallel Paths - Other / Unknown;None;No;No;Dry;0;Urban;No;06NOV2009;0;17:27;Female;No;Commercial;O: No Injury;No;O: No Injury;5335;November;0;Straight - Hillcrest;Piedmont;Facing Traffic;Stop And Go Signal;Friday;Intersection;54;0;Two-Way, Divided, Unprotected Median;7 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;No Special Feature;Parallel Paths - Other Circumstances;Local Street;Unknown Injury;Wake;28;Clear;#NULL!;6-10 mph;30 - 35  MPH;2009;Daylight;25-29
36.216495059, -81.6760235462;"{""type"": ""Point"", ""coordinates"": [-81.67602354624334, 36.21649505901492]}";White;Boone;Travel Lane;2;13;Mixed (30% To 70% Developed);Female;Passenger Car;0;#NULL!;0;0;White;No;0;20-24;Motorist Right Turn - Same Direction;None;No;No;Dry;0;Urban;No;24NOV2009;0;13:14;Female;No;Commercial;O: No Injury;No;O: No Injury;5358;November;0;Straight - Grade;Mountains;With Traffic;No Control Present;Tuesday;Non-Intersection;23;0;Two-Way, Not Divided;2 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;No Special Feature;Motorist Right Turn / Merge;Local Street;O: No Injury;Watauga;21;Clear;#NULL!;0-5 mph;20 - 25  MPH;2009;Daylight;20-24
35.7440830675, -78.7609426444;"{""type"": ""Point"", ""coordinates"": [-78.76094264437306, 35.744083067462185]}";White;Cary;Sidewalk / Crosswalk / Driveway Crossing;2;15;Urban (>70% Developed);Male;Passenger Car;0;#NULL!;0;0;White;No;0;20-24;Motorist Drive Out - Sign-Controlled Intersection;None;No;No;Dry;0;Urban;No;22DEC2009;0;15:12;Female;No;Commercial;B: Evident Injury;Yes;O: No Injury;5362;December;0;Straight - Grade;Piedmont;Facing Traffic;Stop Sign;Tuesday;Intersection;23;0;Two-Way, Not Divided;2 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;Driveway, Public;Motorist Failed to Yield - Sign-Controlled Intersection;Public Vehicular Area;B: Evident Injury;Wake;21;Clear;#NULL!;0-5 mph;5 - 15 MPH;2009;Daylight;20-24
35.9185941032, -78.7997526653;"{""type"": ""Point"", ""coordinates"": [-78.79975266525119, 35.91859410322451]}";White;Raleigh;Travel Lane;2;12;Urban (>70% Developed);Male;Unknown;0;#NULL!;0;0;Unknown/Missing;No;0;25-29;Motorist Overtaking - Other / Unknown;None;No;No;Wet;0;Urban;Yes;02DEC2009;0;12:52;Unknown;Missing;Commercial;C: Possible Injury;No;Unknown Injury;5366;December;0;Straight - Level;Piedmont;With Traffic;No Control Present;Wednesday;Non-Intersection;29;0;Two-Way, Divided, Unprotected Median;5 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;No Special Feature;Motorist Overtaking Bicyclist;Local Street;C: Possible Injury;Wake;Unknown;Rain;#NULL!;16-20 mph;40 - 45  MPH;2009;Daylight;Unknown
35.5875310708, -77.6916623114;"{""type"": ""Point"", ""coordinates"": [-77.69166231140304, 35.58753107080769]}";Black;None - Rural Crash;Travel Lane;2;16;Rural (<30% Developed);Male;Pickup;0;#NULL!;0;0;White;No;0;50-59;Motorist Overtaking - Undetected Bicyclist;None;No;No;Dry;0;Rural;No;29NOV2009;0;16:44;Male;No;Farms, Woods, Pastures;B: Evident Injury;Yes;O: No Injury;5373;November;0;Straight - Level;Coastal;With Traffic;No Control Present;Sunday;Non-Intersection;52;0;Two-Way, Not Divided;2 lanes;0;#NULL!;#NULL!;Coarse Asphalt;#NULL!;Driveway, Private;Motorist Overtaking Bicyclist;State Secondary Route;B: Evident Injury;Greene;23;Clear;#NULL!;51-55 mph;50 - 55  MPH;2009;Daylight;20-24
35.3846970165, -77.9926173928;"{""type"": ""Point"", ""coordinates"": [-77.99261739278512, 35.384697016485056]}";Black;Goldsboro;Travel Lane;2;18;Urban (>70% Developed);Male;Sport Utility;0;#NULL!;0;0;White;No;0;60-69;Bicyclist Ride Through - Signalized Intersection;None;No;No;Dry;0;Urban;No;04DEC2009;0;18:00;Female;No;Commercial;B: Evident Injury;No;O: No Injury;5382;December;0;Straight - Level;Coastal;With Traffic;Stop And Go Signal;Friday;Intersection;66;0;Two-Way, Not Divided;5 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;Four-Way Intersection;Bicyclist Failed to Yield - Signalized Intersection;Local Street;B: Evident Injury;Wayne;68;Cloudy;#NULL!;6-10 mph;20 - 25  MPH;2009;Dark - Lighted Roadway;60-69
35.270441876, -81.2618733688;"{""type"": ""Point"", ""coordinates"": [-81.26187336877325, 35.27044187604169]}";White;Bessemer City;Travel Lane;2;8;Urban (>70% Developed);Female;Sport Utility;0;#NULL!;0;0;White;No;0;30-39;Motorist Overtaking - Misjudged Space;None;No;No;Dry;0;Urban;No;22DEC2009;0;8:15;Female;No;Residential;B: Evident Injury;Yes;O: No Injury;5396;December;0;Straight - Level;Piedmont;With Traffic;Stop Sign;Tuesday;Non-Intersection;30;0;Two-Way, Not Divided;2 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;No Special Feature;Motorist Overtaking Bicyclist;Local Street;B: Evident Injury;Gaston;46;Clear;#NULL!;31-35 mph;40 - 45  MPH;2009;Daylight;40-49
35.4919390592, -77.4284922264;"{""type"": ""Point"", ""coordinates"": [-77.42849222638534, 35.49193905916563]}";White;Ayden;Travel Lane;2;17;Mixed (30% To 70% Developed);Male;Passenger Car;0;#NULL!;0;0;Black;No;0;60-69;Bicyclist Ride Out - Sign-Controlled Intersection;None;No;No;Wet;0;Rural;No;18DEC2009;0;17:31;Female;No;Residential;C: Possible Injury;Yes;O: No Injury;5405;December;0;Straight - Level;Coastal;With Traffic;No Control Present;Friday;Intersection;65;0;Two-Way, Divided, Unprotected Median;4 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;No Special Feature;Bicyclist Failed to Yield - Sign-Controlled Intersection;NC Route;C: Possible Injury;Pitt;22;Rain;#NULL!;56-60 mph;60 - 75 MPH;2009;Dark - Roadway Not Lighted;20-24
35.9364692156, -75.612405692;"{""type"": ""Point"", ""coordinates"": [-75.61240569200174, 35.9364692155693]}";White;Nags Head;Unknown;4;8;Urban (>70% Developed);Male;Pickup;0;#NULL!;0;0;Black;No;0;11-15;Unknown Location;None;No;No;Dry;0;Rural;No;07AUG2009;0;8:02;Male;No;Residential;B: Evident Injury;Yes;O: No Injury;5409;August;0;Straight - Level;Coastal;Unknown;No Control Present;Friday;Unknown Location;14;0;Two-Way, Not Divided;2 lanes;0;#NULL!;#NULL!;Smooth Asphalt;#NULL!;No Special Feature;Other / Unknown - Insufficient Details;NC Route;B: Evident Injury;Dare;65;Clear;#NULL!;36-40 mph;30 - 35  MPH;2009;Daylight;60-69
35.7133570904, -77.9319623902;"{""type"": ""Point"", ""coordinates"": [-77.9319623902071, 35.713357090366806]}";Black;Wilson;Travel Lane;2;14;Urban (>70% Developed);Male;Passenger Car;0;#NULL!;0;0;Black;No;0;60-69;Head-On - Bicyclist;None;No;No;Dry;0;Urban;No;26JUN2009;0;14:05;Female;No;Commercial;C: Possible Injury;Yes;O: No Injury;5413;June;0;Straight - Grade;Coastal;Facing Traffic;Stop And Go Signal;Friday;Intersection-Related;61;0;Two-Way, Not Divided;3 lanes;0;#NULL!;#NULL!;Coarse Asphalt;#NULL!;No Special Feature;Head-On;Local Street;C: Possible Injury;Wilson;30;Clear;#NULL!;Unknown;30 - 35  MPH;2009;Daylight;30-39
35.1428068677, -80.7408832071;"{""type"": ""Point"", ""coordinates"": [-80.74088320705793, 35.1428068676518]}";Black;Charlotte;Sidewalk / Crosswalk / Driveway Crossing;2;13;Urban (>70% Developed);Male;Passenger Car;0;#NULL!;0;0;White;No;0;40-49;Motorist Drive Out - Commercial Driveway / Alley;None;No;No;Dry;0;Urban;No;15NOV2009;0;13:09;Female;No;Commercial;C: Possible Injury;No;O: No Injury;5416;November;0;Straight - Grade;Piedmont;Facing Traffic;Stop Sign;Sunday;Non-Intersection;49;0;Two-Way, Not Divided;5 lanes;0;#NULL!;#NULL!;Concrete;#NULL!;Driveway, Private;Motorist Failed to Yield - Midblock;Local Street;C: Possible Injury;Mecklenburg;37;Clear;#NULL!;0-5 mph;5 - 15 MPH;2009;Daylight;30-39
